date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:44	546656/546656	---M--	200	added ('OK')	image/png	etag:%2285760-5d31fbc878c00%22	https://newdetox.com.br/wp-content/uploads/2021/12/depoimento-amanda.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/uploads/2021/12/depoimento-amanda.png	(from https://newdetox.com.br/?rsd)
12:50:45	574414/574414	---M--	200	added ('OK')	image/png	etag:%228c3ce-5d31fbd6c6dc0%22	https://newdetox.com.br/wp-content/uploads/2021/12/depoimento-lucia.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/uploads/2021/12/depoimento-lucia.png	(from https://newdetox.com.br/?rsd)
12:50:46	597910/597910	---M--	200	added ('OK')	image/png	etag:%2291f96-5d31fbcf25bc0%22	https://newdetox.com.br/wp-content/uploads/2021/12/depoimento-leticia.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/uploads/2021/12/depoimento-leticia.png	(from https://newdetox.com.br/?rsd)
12:50:46	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-5d7be695b58c7-gzip%22	https://newdetox.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.5.5	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.mina25a.css	(from https://newdetox.com.br/?rsd)
12:50:46	87816/87816	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202022%2015:50:47%20GMT	https://newdetox.com.br/c	C:/Meus%20Sites/NewDetox/newdetox.com.br/c	(from https://connect.facebook.net/en_US/fbevents.js)
12:50:46	661588/661588	---M--	200	added ('OK')	image/png	etag:%22a1854-5d31fbde67fc0%22	https://newdetox.com.br/wp-content/uploads/2021/12/depoimento-soraya.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/uploads/2021/12/depoimento-soraya.png	(from https://newdetox.com.br/?rsd)
12:50:47	87816/87816	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202022%2015:50:48%20GMT	https://newdetox.com.br/b	C:/Meus%20Sites/NewDetox/newdetox.com.br/b	(from https://connect.facebook.net/en_US/fbevents.js)
12:50:47	87816/87816	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202022%2015:50:49%20GMT	https://newdetox.com.br/POST	C:/Meus%20Sites/NewDetox/newdetox.com.br/POST	(from https://connect.facebook.net/en_US/fbevents.js)
12:50:48	6992/6992	---M--	200	added ('OK')	image/png	etag:%221b50-5d7be697a3b3d%22	https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_444444_256x240.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_444444_256x240.png	(from https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/jquery-ui.min.css?ver=6.0)
12:50:49	6988/6988	---M--	200	added ('OK')	image/png	etag:%221b4c-5d7be697a3b3d%22	https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_555555_256x240.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_555555_256x240.png	(from https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/jquery-ui.min.css?ver=6.0)
12:50:49	6299/6299	---M--	200	added ('OK')	image/png	etag:%22189b-5d7be697a3b3d%22	https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_ffffff_256x240.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_ffffff_256x240.png	(from https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/jquery-ui.min.css?ver=6.0)
12:50:49	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-5d7be697a3b3d%22	https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_777620_256x240.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_777620_256x240.png	(from https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/jquery-ui.min.css?ver=6.0)
12:50:50	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-5d7be697a3b3d%22	https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_cc0000_256x240.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_cc0000_256x240.png	(from https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/jquery-ui.min.css?ver=6.0)
12:50:50	6999/6999	---M--	200	added ('OK')	image/png	etag:%221b57-5d7be697a3b3d%22	https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_777777_256x240.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/images/ui-icons_777777_256x240.png	(from https://newdetox.com.br/wp-content/plugins/smartfunnel/assets/jquery-ui-1.12.0.custom/jquery-ui.min.css?ver=6.0)
12:50:51	81626/81626	---M--	200	added ('OK')	image/png	etag:%2213eda-5d31f15382040%22	https://newdetox.com.br/wp-content/plugins/jet-elements/assets/images/dummy-map.png	C:/Meus%20Sites/NewDetox/newdetox.com.br/wp-content/plugins/jet-elements/assets/images/dummy-map.png	(from https://newdetox.com.br/wp-content/plugins/jet-elements/assets/css/jet-elements.css?ver=2.5.2)
